dimension,feature,birth,death,persistence,feature_set
0,93,0.0,0.00010873805149458349,0.00010873805149458349,intrinsic
0,94,0.0,0.00011034652561647817,0.00011034652561647817,intrinsic
0,95,0.0,0.00011350618297001347,0.00011350618297001347,intrinsic
0,96,0.0,0.00011391892621759325,0.00011391892621759325,intrinsic
0,97,0.0,0.00011657928553177044,0.00011657928553177044,intrinsic
0,98,0.0,0.00011851562885567546,0.00011851562885567546,intrinsic
0,99,0.0,0.00011922738485736772,0.00011922738485736772,intrinsic
0,100,0.0,0.00012034640531055629,0.00012034640531055629,intrinsic
0,101,0.0,0.0001206689776154235,0.0001206689776154235,intrinsic
0,102,0.0,0.00012113104457966983,0.00012113104457966983,intrinsic
0,103,0.0,0.00012142572086304426,0.00012142572086304426,intrinsic
0,104,0.0,0.00012340994726400822,0.00012340994726400822,intrinsic
0,105,0.0,0.00012446014443412423,0.00012446014443412423,intrinsic
0,106,0.0,0.00012448632332962006,0.00012448632332962006,intrinsic
0,107,0.0,0.00012569382670335472,0.00012569382670335472,intrinsic
0,108,0.0,0.0001267417101189494,0.0001267417101189494,intrinsic
0,109,0.0,0.00012720146332867444,0.00012720146332867444,intrinsic
0,110,0.0,0.00012730313756037503,0.00012730313756037503,intrinsic
0,111,0.0,0.00012743820843752474,0.00012743820843752474,intrinsic
0,112,0.0,0.00013018808385822922,0.00013018808385822922,intrinsic
0,113,0.0,0.00013338911230675876,0.00013338911230675876,intrinsic
0,114,0.0,0.00013580691302195191,0.00013580691302195191,intrinsic
0,115,0.0,0.00013594157644547522,0.00013594157644547522,intrinsic
0,116,0.0,0.00013783818576484919,0.00013783818576484919,intrinsic
0,117,0.0,0.00013940459757577628,0.00013940459757577628,intrinsic
0,118,0.0,0.000140571195515804,0.000140571195515804,intrinsic
0,119,0.0,0.00014340558846015483,0.00014340558846015483,intrinsic
0,120,0.0,0.00014399416977539659,0.00014399416977539659,intrinsic
0,121,0.0,0.00014618865679949522,0.00014618865679949522,intrinsic
0,122,0.0,0.0001463762455387041,0.0001463762455387041,intrinsic
0,123,0.0,0.00014756168820895255,0.00014756168820895255,intrinsic
0,124,0.0,0.00014757005556020886,0.00014757005556020886,intrinsic
0,125,0.0,0.00014778687909711152,0.00014778687909711152,intrinsic
0,126,0.0,0.00015164878277573735,0.00015164878277573735,intrinsic
0,127,0.0,0.000151771106175147,0.000151771106175147,intrinsic
0,128,0.0,0.00015196760068647563,0.00015196760068647563,intrinsic
0,129,0.0,0.0001520030782558024,0.0001520030782558024,intrinsic
0,130,0.0,0.0001520479709142819,0.0001520479709142819,intrinsic
0,131,0.0,0.0001529432920506224,0.0001529432920506224,intrinsic
0,132,0.0,0.00015413417713716626,0.00015413417713716626,intrinsic
0,133,0.0,0.00015451142098754644,0.00015451142098754644,intrinsic
0,134,0.0,0.00015514918777626008,0.00015514918777626008,intrinsic
0,135,0.0,0.00015537117724306881,0.00015537117724306881,intrinsic
0,136,0.0,0.00016261839482467622,0.00016261839482467622,intrinsic
0,137,0.0,0.00016681873239576817,0.00016681873239576817,intrinsic
0,138,0.0,0.00016799051081761718,0.00016799051081761718,intrinsic
0,139,0.0,0.00016878604947123677,0.00016878604947123677,intrinsic
0,140,0.0,0.0001688561897026375,0.0001688561897026375,intrinsic
0,141,0.0,0.0001694697275524959,0.0001694697275524959,intrinsic
0,142,0.0,0.00017013838805723935,0.00017013838805723935,intrinsic
0,143,0.0,0.0001709760690573603,0.0001709760690573603,intrinsic
0,144,0.0,0.00017151405336335301,0.00017151405336335301,intrinsic
0,145,0.0,0.0001715363614493981,0.0001715363614493981,intrinsic
0,146,0.0,0.0001719503488857299,0.0001719503488857299,intrinsic
0,147,0.0,0.00017674770788289607,0.00017674770788289607,intrinsic
0,148,0.0,0.0001774524134816602,0.0001774524134816602,intrinsic
0,149,0.0,0.00018296703638043255,0.00018296703638043255,intrinsic
0,150,0.0,0.00018320501840207726,0.00018320501840207726,intrinsic
0,151,0.0,0.00018465251196175814,0.00018465251196175814,intrinsic
0,152,0.0,0.00018466789333615452,0.00018466789333615452,intrinsic
0,153,0.0,0.0001881646749097854,0.0001881646749097854,intrinsic
0,154,0.0,0.00019028779934160411,0.00019028779934160411,intrinsic
0,155,0.0,0.00019053665164392442,0.00019053665164392442,intrinsic
0,156,0.0,0.0001920022623380646,0.0001920022623380646,intrinsic
0,157,0.0,0.00019261326815467328,0.00019261326815467328,intrinsic
0,158,0.0,0.00019429980602581054,0.00019429980602581054,intrinsic
0,159,0.0,0.00019478937610983849,0.00019478937610983849,intrinsic
0,160,0.0,0.00019540857465472072,0.00019540857465472072,intrinsic
0,161,0.0,0.00019704047008417547,0.00019704047008417547,intrinsic
0,162,0.0,0.00019714767404366285,0.00019714767404366285,intrinsic
0,163,0.0,0.00019777055422309786,0.00019777055422309786,intrinsic
0,164,0.0,0.00019989768043160439,0.00019989768043160439,intrinsic
0,165,0.0,0.00020314540597610176,0.00020314540597610176,intrinsic
0,166,0.0,0.000203469637199305,0.000203469637199305,intrinsic
0,167,0.0,0.00020407908596098423,0.00020407908596098423,intrinsic
0,168,0.0,0.00020569446496665478,0.00020569446496665478,intrinsic
0,169,0.0,0.00020679342560470104,0.00020679342560470104,intrinsic
0,170,0.0,0.00020745286019518971,0.00020745286019518971,intrinsic
0,171,0.0,0.00020974101789761335,0.00020974101789761335,intrinsic
0,172,0.0,0.00021179702889639884,0.00021179702889639884,intrinsic
0,173,0.0,0.0002149467181880027,0.0002149467181880027,intrinsic
0,174,0.0,0.00021560164168477058,0.00021560164168477058,intrinsic
0,175,0.0,0.00021784036653116345,0.00021784036653116345,intrinsic
0,176,0.0,0.0002294595178682357,0.0002294595178682357,intrinsic
0,177,0.0,0.00023036100901663303,0.00023036100901663303,intrinsic
0,178,0.0,0.00023191403306555003,0.00023191403306555003,intrinsic
0,179,0.0,0.00023338946630246937,0.00023338946630246937,intrinsic
0,180,0.0,0.00023408829292748123,0.00023408829292748123,intrinsic
0,181,0.0,0.00023685224005021155,0.00023685224005021155,intrinsic
0,182,0.0,0.0002372831222601235,0.0002372831222601235,intrinsic
0,183,0.0,0.00023944828717503697,0.00023944828717503697,intrinsic
0,184,0.0,0.00023959099780768156,0.00023959099780768156,intrinsic
0,185,0.0,0.0002426190912956372,0.0002426190912956372,intrinsic
0,186,0.0,0.00024383679556194693,0.00024383679556194693,intrinsic
0,187,0.0,0.00024401332484558225,0.00024401332484558225,intrinsic
0,188,0.0,0.0002449358580633998,0.0002449358580633998,intrinsic
0,189,0.0,0.00024590364773757756,0.00024590364773757756,intrinsic
0,190,0.0,0.00024699923233129084,0.00024699923233129084,intrinsic
0,191,0.0,0.00024732164456509054,0.00024732164456509054,intrinsic
0,192,0.0,0.00024736058549024165,0.00024736058549024165,intrinsic
0,193,0.0,0.00024812662741169333,0.00024812662741169333,intrinsic
0,194,0.0,0.00024926153128035367,0.00024926153128035367,intrinsic
0,195,0.0,0.0002493156644050032,0.0002493156644050032,intrinsic
0,196,0.0,0.000250409881118685,0.000250409881118685,intrinsic
0,197,0.0,0.00025363583699800074,0.00025363583699800074,intrinsic
0,198,0.0,0.0002537184627726674,0.0002537184627726674,intrinsic
0,199,0.0,0.0002571709337644279,0.0002571709337644279,intrinsic
0,200,0.0,0.00025805356563068926,0.00025805356563068926,intrinsic
0,201,0.0,0.00026260013692080975,0.00026260013692080975,intrinsic
0,202,0.0,0.0002676660951692611,0.0002676660951692611,intrinsic
0,203,0.0,0.00026796021847985685,0.00026796021847985685,intrinsic
0,204,0.0,0.00026835594326257706,0.00026835594326257706,intrinsic
0,205,0.0,0.0002689737593755126,0.0002689737593755126,intrinsic
0,206,0.0,0.0002732359280344099,0.0002732359280344099,intrinsic
0,207,0.0,0.00027648929972201586,0.00027648929972201586,intrinsic
0,208,0.0,0.00027890680939890444,0.00027890680939890444,intrinsic
0,209,0.0,0.0002791622537188232,0.0002791622537188232,intrinsic
0,210,0.0,0.0002809082216117531,0.0002809082216117531,intrinsic
0,211,0.0,0.00028159571229480207,0.00028159571229480207,intrinsic
0,212,0.0,0.0002841296955011785,0.0002841296955011785,intrinsic
0,213,0.0,0.00028565284446813166,0.00028565284446813166,intrinsic
0,214,0.0,0.0002865071874111891,0.0002865071874111891,intrinsic
0,215,0.0,0.00028758205007761717,0.00028758205007761717,intrinsic
0,216,0.0,0.0002886664879042655,0.0002886664879042655,intrinsic
0,217,0.0,0.00028923654463142157,0.00028923654463142157,intrinsic
0,218,0.0,0.00029102317057549953,0.00029102317057549953,intrinsic
0,219,0.0,0.00029156249365769327,0.00029156249365769327,intrinsic
0,220,0.0,0.00029282658942975104,0.00029282658942975104,intrinsic
0,221,0.0,0.00029370709671638906,0.00029370709671638906,intrinsic
0,222,0.0,0.0002963017323054373,0.0002963017323054373,intrinsic
0,223,0.0,0.000296796701150015,0.000296796701150015,intrinsic
0,224,0.0,0.0002968109038192779,0.0002968109038192779,intrinsic
0,225,0.0,0.000298692291835323,0.000298692291835323,intrinsic
0,226,0.0,0.00029920486849732697,0.00029920486849732697,intrinsic
0,227,0.0,0.0002992127265315503,0.0002992127265315503,intrinsic
0,228,0.0,0.0002997584524564445,0.0002997584524564445,intrinsic
0,229,0.0,0.0003010920190718025,0.0003010920190718025,intrinsic
0,230,0.0,0.00030120808514766395,0.00030120808514766395,intrinsic
0,231,0.0,0.0003028016653843224,0.0003028016653843224,intrinsic
0,232,0.0,0.0003064381889998913,0.0003064381889998913,intrinsic
0,233,0.0,0.00030666598468087614,0.00030666598468087614,intrinsic
0,234,0.0,0.00030704872915521264,0.00030704872915521264,intrinsic
0,235,0.0,0.00030722792143933475,0.00030722792143933475,intrinsic
0,236,0.0,0.00030904129380360246,0.00030904129380360246,intrinsic
0,237,0.0,0.0003106326039414853,0.0003106326039414853,intrinsic
0,238,0.0,0.0003153026627842337,0.0003153026627842337,intrinsic
0,239,0.0,0.00031713119824416935,0.00031713119824416935,intrinsic
0,240,0.0,0.00031970185227692127,0.00031970185227692127,intrinsic
0,241,0.0,0.00032001195359043777,0.00032001195359043777,intrinsic
0,242,0.0,0.0003210848371963948,0.0003210848371963948,intrinsic
0,243,0.0,0.00032297722646035254,0.00032297722646035254,intrinsic
0,244,0.0,0.000325677334330976,0.000325677334330976,intrinsic
0,245,0.0,0.0003275386116001755,0.0003275386116001755,intrinsic
0,246,0.0,0.00032783555798232555,0.00032783555798232555,intrinsic
0,247,0.0,0.0003283507830929011,0.0003283507830929011,intrinsic
0,248,0.0,0.00033399471431039274,0.00033399471431039274,intrinsic
0,249,0.0,0.0003347263264004141,0.0003347263264004141,intrinsic
0,250,0.0,0.00033518834970891476,0.00033518834970891476,intrinsic
0,251,0.0,0.00033611204707995057,0.00033611204707995057,intrinsic
0,252,0.0,0.0003388410550542176,0.0003388410550542176,intrinsic
0,253,0.0,0.0003397676337044686,0.0003397676337044686,intrinsic
0,254,0.0,0.00034086263622157276,0.00034086263622157276,intrinsic
0,255,0.0,0.0003410899080336094,0.0003410899080336094,intrinsic
0,256,0.0,0.00034124511876143515,0.00034124511876143515,intrinsic
0,257,0.0,0.0003413993399590254,0.0003413993399590254,intrinsic
0,258,0.0,0.0003414289385545999,0.0003414289385545999,intrinsic
0,259,0.0,0.0003415879618842155,0.0003415879618842155,intrinsic
0,260,0.0,0.0003480635059531778,0.0003480635059531778,intrinsic
0,261,0.0,0.00034874779521487653,0.00034874779521487653,intrinsic
0,262,0.0,0.00035203565494157374,0.00035203565494157374,intrinsic
0,263,0.0,0.00035235084942542017,0.00035235084942542017,intrinsic
0,264,0.0,0.00035469557042233646,0.00035469557042233646,intrinsic
0,265,0.0,0.0003606886020861566,0.0003606886020861566,intrinsic
0,266,0.0,0.00036550284130498767,0.00036550284130498767,intrinsic
0,267,0.0,0.0003671438025776297,0.0003671438025776297,intrinsic
0,268,0.0,0.0003674305335152894,0.0003674305335152894,intrinsic
0,269,0.0,0.00036747835110872984,0.00036747835110872984,intrinsic
0,270,0.0,0.0003674990439321846,0.0003674990439321846,intrinsic
0,271,0.0,0.0003704832342918962,0.0003704832342918962,intrinsic
0,272,0.0,0.0003725837741512805,0.0003725837741512805,intrinsic
0,273,0.0,0.0003780558181460947,0.0003780558181460947,intrinsic
0,274,0.0,0.0003811910573858768,0.0003811910573858768,intrinsic
0,275,0.0,0.00038225241587497294,0.00038225241587497294,intrinsic
0,276,0.0,0.00038270014920271933,0.00038270014920271933,intrinsic
0,277,0.0,0.0003860699071083218,0.0003860699071083218,intrinsic
0,278,0.0,0.0003870366490446031,0.0003870366490446031,intrinsic
0,279,0.0,0.000387523410608992,0.000387523410608992,intrinsic
0,280,0.0,0.00038972293259575963,0.00038972293259575963,intrinsic
0,281,0.0,0.0003912723914254457,0.0003912723914254457,intrinsic
0,282,0.0,0.00039707968244329095,0.00039707968244329095,intrinsic
0,283,0.0,0.0004032657016068697,0.0004032657016068697,intrinsic
0,284,0.0,0.00040663545951247215,0.00040663545951247215,intrinsic
0,285,0.0,0.0004087638226337731,0.0004087638226337731,intrinsic
0,286,0.0,0.00041188031900674105,0.00041188031900674105,intrinsic
0,287,0.0,0.00041455382597632706,0.00041455382597632706,intrinsic
0,288,0.0,0.000415681948652491,0.000415681948652491,intrinsic
0,289,0.0,0.00041717023123055696,0.00041717023123055696,intrinsic
0,290,0.0,0.00041762652108445764,0.00041762652108445764,intrinsic
0,291,0.0,0.00041781182517297566,0.00041781182517297566,intrinsic
0,292,0.0,0.0004180245741736144,0.0004180245741736144,intrinsic
0,293,0.0,0.0004190847685094923,0.0004190847685094923,intrinsic
0,294,0.0,0.0004199062241241336,0.0004199062241241336,intrinsic
0,295,0.0,0.00042111639049835503,0.00042111639049835503,intrinsic
0,296,0.0,0.0004212495405226946,0.0004212495405226946,intrinsic
0,297,0.0,0.00042264212970621884,0.00042264212970621884,intrinsic
0,298,0.0,0.0004246598109602928,0.0004246598109602928,intrinsic
0,299,0.0,0.0004261826688889414,0.0004261826688889414,intrinsic
0,300,0.0,0.00042676451266743243,0.00042676451266743243,intrinsic
0,301,0.0,0.0004273603844922036,0.0004273603844922036,intrinsic
0,302,0.0,0.00042801001109182835,0.00042801001109182835,intrinsic
0,303,0.0,0.000428855128120631,0.000428855128120631,intrinsic
0,304,0.0,0.000431716995080933,0.000431716995080933,intrinsic
0,305,0.0,0.00043758086394518614,0.00043758086394518614,intrinsic
0,306,0.0,0.00043963579810224473,0.00043963579810224473,intrinsic
0,307,0.0,0.00044186331797391176,0.00044186331797391176,intrinsic
0,308,0.0,0.00044407640234567225,0.00044407640234567225,intrinsic
0,309,0.0,0.00044702025479637086,0.00044702025479637086,intrinsic
0,310,0.0,0.00044810445979237556,0.00044810445979237556,intrinsic
0,311,0.0,0.0004484559176489711,0.0004484559176489711,intrinsic
0,312,0.0,0.0004497698100749403,0.0004497698100749403,intrinsic
0,313,0.0,0.0004543028480838984,0.0004543028480838984,intrinsic
0,314,0.0,0.0004561275418382138,0.0004561275418382138,intrinsic
0,315,0.0,0.00045842936378903687,0.00045842936378903687,intrinsic
0,316,0.0,0.0004597668594215065,0.0004597668594215065,intrinsic
0,317,0.0,0.0004651482158806175,0.0004651482158806175,intrinsic
0,318,0.0,0.0004667576286010444,0.0004667576286010444,intrinsic
0,319,0.0,0.00047070940490812063,0.00047070940490812063,intrinsic
0,320,0.0,0.000470795581350103,0.000470795581350103,intrinsic
0,321,0.0,0.0004712166264653206,0.0004712166264653206,intrinsic
0,322,0.0,0.0004725517355836928,0.0004725517355836928,intrinsic
0,323,0.0,0.0004738267161883414,0.0004738267161883414,intrinsic
0,324,0.0,0.00047393489512614906,0.00047393489512614906,intrinsic
0,325,0.0,0.00047474581515416503,0.00047474581515416503,intrinsic
0,326,0.0,0.00047566540888510644,0.00047566540888510644,intrinsic
0,327,0.0,0.0004763155593536794,0.0004763155593536794,intrinsic
0,328,0.0,0.00047661608550697565,0.00047661608550697565,intrinsic
0,329,0.0,0.00047967027057893574,0.00047967027057893574,intrinsic
0,330,0.0,0.00047995467321015894,0.00047995467321015894,intrinsic
0,331,0.0,0.00048139237333089113,0.00048139237333089113,intrinsic
0,332,0.0,0.00048502194113098085,0.00048502194113098085,intrinsic
0,333,0.0,0.0004851296835113317,0.0004851296835113317,intrinsic
0,334,0.0,0.00048527392209507525,0.00048527392209507525,intrinsic
0,335,0.0,0.000486117962282151,0.000486117962282151,intrinsic
0,336,0.0,0.0004888169933110476,0.0004888169933110476,intrinsic
0,337,0.0,0.0004981173551641405,0.0004981173551641405,intrinsic
0,338,0.0,0.0005002950201742351,0.0005002950201742351,intrinsic
0,339,0.0,0.0005030524334870279,0.0005030524334870279,intrinsic
0,340,0.0,0.0005042839329689741,0.0005042839329689741,intrinsic
0,341,0.0,0.0005047890590503812,0.0005047890590503812,intrinsic
0,342,0.0,0.0005092474748380482,0.0005092474748380482,intrinsic
0,343,0.0,0.000511977297719568,0.000511977297719568,intrinsic
0,344,0.0,0.0005122049478814006,0.0005122049478814006,intrinsic
0,345,0.0,0.0005160993314348161,0.0005160993314348161,intrinsic
0,346,0.0,0.000516776810400188,0.000516776810400188,intrinsic
0,347,0.0,0.0005219143349677324,0.0005219143349677324,intrinsic
0,348,0.0,0.0005224634078331292,0.0005224634078331292,intrinsic
0,349,0.0,0.0005262994091026485,0.0005262994091026485,intrinsic
0,350,0.0,0.0005269511020742357,0.0005269511020742357,intrinsic
0,351,0.0,0.0005278899916447699,0.0005278899916447699,intrinsic
0,352,0.0,0.000530343153513968,0.000530343153513968,intrinsic
0,353,0.0,0.000532505742739886,0.000532505742739886,intrinsic
0,354,0.0,0.000533301557879895,0.000533301557879895,intrinsic
0,355,0.0,0.0005338262999430299,0.0005338262999430299,intrinsic
0,356,0.0,0.0005339789786376059,0.0005339789786376059,intrinsic
0,357,0.0,0.0005415375344455242,0.0005415375344455242,intrinsic
0,358,0.0,0.0005431945901364088,0.0005431945901364088,intrinsic
0,359,0.0,0.000543635047506541,0.000543635047506541,intrinsic
0,360,0.0,0.0005459276726469398,0.0005459276726469398,intrinsic
0,361,0.0,0.000547675066627562,0.000547675066627562,intrinsic
0,362,0.0,0.000549911055713892,0.000549911055713892,intrinsic
0,363,0.0,0.0005516287055797875,0.0005516287055797875,intrinsic
0,364,0.0,0.0005535233649425209,0.0005535233649425209,intrinsic
0,365,0.0,0.0005581736913882196,0.0005581736913882196,intrinsic
0,366,0.0,0.000558397441636771,0.000558397441636771,intrinsic
0,367,0.0,0.0005599264986813068,0.0005599264986813068,intrinsic
0,368,0.0,0.0005601007724180818,0.0005601007724180818,intrinsic
0,369,0.0,0.0005624141194857657,0.0005624141194857657,intrinsic
0,370,0.0,0.0005631574313156307,0.0005631574313156307,intrinsic
0,371,0.0,0.0005652254330925643,0.0005652254330925643,intrinsic
0,372,0.0,0.000568116083741188,0.000568116083741188,intrinsic
0,373,0.0,0.0005702445632778108,0.0005702445632778108,intrinsic
0,374,0.0,0.0005778096383437514,0.0005778096383437514,intrinsic
0,375,0.0,0.0005793362506665289,0.0005793362506665289,intrinsic
0,376,0.0,0.0005798068013973534,0.0005798068013973534,intrinsic
0,377,0.0,0.000580036488827318,0.000580036488827318,intrinsic
0,378,0.0,0.0005838412325829268,0.0005838412325829268,intrinsic
0,379,0.0,0.0005838557844981551,0.0005838557844981551,intrinsic
0,380,0.0,0.00058399373665452,0.00058399373665452,intrinsic
0,381,0.0,0.0005842346581630409,0.0005842346581630409,intrinsic
0,382,0.0,0.0005861835088580847,0.0005861835088580847,intrinsic
0,383,0.0,0.0005949936457909644,0.0005949936457909644,intrinsic
0,384,0.0,0.0005952605861239135,0.0005952605861239135,intrinsic
0,385,0.0,0.0006065451307222247,0.0006065451307222247,intrinsic
0,386,0.0,0.0006082791951484978,0.0006082791951484978,intrinsic
0,387,0.0,0.0006089760572649539,0.0006089760572649539,intrinsic
0,388,0.0,0.0006134405266493559,0.0006134405266493559,intrinsic
0,389,0.0,0.0006140927434898913,0.0006140927434898913,intrinsic
0,390,0.0,0.0006149813416413963,0.0006149813416413963,intrinsic
0,391,0.0,0.000616308068856597,0.000616308068856597,intrinsic
0,392,0.0,0.0006181354401633143,0.0006181354401633143,intrinsic
0,393,0.0,0.0006202136864885688,0.0006202136864885688,intrinsic
0,394,0.0,0.0006225496763363481,0.0006225496763363481,intrinsic
0,395,0.0,0.0006227617850527167,0.0006227617850527167,intrinsic
0,396,0.0,0.0006237405468709767,0.0006237405468709767,intrinsic
0,397,0.0,0.000627366651315242,0.000627366651315242,intrinsic
0,398,0.0,0.0006317634251900017,0.0006317634251900017,intrinsic
0,399,0.0,0.0006324068526737392,0.0006324068526737392,intrinsic
0,400,0.0,0.0006331905024126172,0.0006331905024126172,intrinsic
0,401,0.0,0.0006336139049381018,0.0006336139049381018,intrinsic
0,402,0.0,0.0006350287003442645,0.0006350287003442645,intrinsic
0,403,0.0,0.0006363276625052094,0.0006363276625052094,intrinsic
0,404,0.0,0.0006373859359882772,0.0006373859359882772,intrinsic
0,405,0.0,0.0006392210489138961,0.0006392210489138961,intrinsic
